repository_name,date,views,unique_visitors/cloners
test-github-stats,2021-09-29,8,1
test-github-stats,2021-09-30,2,1
uarizona-salary-app,2021-09-29,1,1
uarizona-salary-app,2021-10-01,4,1
uarizona-salary-app,2021-10-02,15,2
uarizona-salary-app,2021-10-03,47,1
uarizona-salary-app,2021-10-04,5,1
uarizona-salary-app,2021-10-06,6,3
uarizona-salary-app,2021-10-07,46,1
uarizona-salary-app,2021-10-08,1,1
uarizona-salary-app,2021-10-09,15,1
