repository_name,date,views,unique_visitors/cloners
academic-ads-bibtex,2021-11-15,1,1
astrochun.github.io,2021-11-23,4,1
github-stats,2021-11-16,4,1
github-stats,2021-11-24,1,1
github-stats-pages,2021-11-15,7,1
github-stats-pages,2021-11-17,1,1
github-stats-pages,2021-11-18,1,1
github-stats-pages,2021-11-22,1,1
github-stats-pages,2021-11-23,4,2
github-stats-pages,2021-11-24,3,1
MMTtools,2021-11-16,1,1
site-hugo-academic,2021-11-23,3,1
uarizona-salary-app,2021-11-13,1,1
uarizona-salary-app,2021-11-14,2,2
uarizona-salary-app,2021-11-16,1,1
uarizona-salary-app,2021-11-21,1,1
uarizona-salary-app,2021-11-23,1,1
voxcharta-my-voting-record,2021-11-17,1,1
voxcharta-my-voting-record,2021-11-19,1,1
