repository_name,date,views,unique_visitors/cloners
test-stats,2021-05-13,14,1
uarizona-salary-app,2021-05-13,1,1
uarizona-salary-app,2021-05-14,28,1
uarizona-salary-app,2021-05-16,5,1
uarizona-salary-app,2021-05-19,3,1
voxcharta-my-voting-record,2021-05-06,1,1
voxcharta-my-voting-record,2021-05-17,1,1
Zcalbase_gal,2021-05-07,10,1
Zcalbase_gal,2021-05-10,3,1
Zcalbase_gal,2021-05-11,31,2
Zcalbase_gal,2021-05-12,15,1
Zcalbase_gal,2021-05-14,1,1
Zcalbase_gal,2021-05-16,18,2
Zcalbase_gal,2021-05-17,1,1
Zcalbase_gal,2021-05-19,17,2
