repository_name,date,clones,unique_visitors/cloners
sqltest-github-stats,2024-06-01,1,1
sqltest-github-stats,2024-06-02,1,1
sqltest-github-stats,2024-06-03,1,1
sqltest-github-stats,2024-06-04,1,1
sqltest-github-stats,2024-06-05,1,1
sqltest-github-stats,2024-06-06,1,1
sqltest-github-stats,2024-06-07,1,1
sqltest-github-stats,2024-06-08,1,1
sqltest-github-stats,2024-06-09,1,1
sqltest-github-stats,2024-06-10,1,1
sqltest-github-stats,2024-06-11,1,1
sqltest-github-stats,2024-06-12,1,1
sqltest-github-stats,2024-06-13,1,1
test-github-stats,2024-05-31,1,1
test-github-stats,2024-06-01,4,3
test-github-stats,2024-06-02,5,4
test-github-stats,2024-06-03,4,4
test-github-stats,2024-06-04,6,5
test-github-stats,2024-06-05,4,4
test-github-stats,2024-06-06,3,3
test-github-stats,2024-06-07,3,3
test-github-stats,2024-06-08,5,4
test-github-stats,2024-06-09,4,4
test-github-stats,2024-06-10,3,3
test-github-stats,2024-06-11,3,3
test-github-stats,2024-06-12,3,3
test-github-stats,2024-06-13,4,3
uarizona-salary-app,2024-06-02,1,1
uarizona-salary-app,2024-06-13,1,1
voxcharta-my-voting-record,2024-06-11,1,1
voxcharta-my-voting-record,2024-06-12,1,1
voxcharta-my-voting-record,2024-06-13,1,1
Zcalbase_gal,2024-06-13,1,1
